ref_area,ref_area_label,counterpart_area,counterpart_label,indicator,year,value_usd
SG,Singapore,CN,China,IIW_BP6_USD,2013,27153.955583656
SG,Singapore,CN,China,IIW_BP6_USD,2014,29121.8496934837
SG,Singapore,CN,China,IIW_BP6_USD,2015,30454.2754084447
SG,Singapore,CN,China,IIW_BP6_USD,2016,27169.2594897324
SG,Singapore,CN,China,IIW_BP6_USD,2017,44554.017656741
SG,Singapore,CN,China,IIW_BP6_USD,2018,47374.4871043376
SG,Singapore,CN,China,IIW_BP6_USD,2019,51939.7268408551
SG,Singapore,CN,China,IIW_BP6_USD,2020,55776.9457680962
SG,Singapore,CN,China,IIW_BP6_USD,2021,63973.2189095213
SG,Singapore,CN,China,IIW_BP6_USD,2022,75320.3926818385
SG,Singapore,CN,China,IIW_BP6_USD,2023,87112.7711208858
SI,Slovenia,CN,China,IIW_BP6_USD,2009,0.796681404330001
SI,Slovenia,CN,China,IIW_BP6_USD,2010,-0.58404607176
SI,Slovenia,CN,China,IIW_BP6_USD,2011,0.193043436378
SI,Slovenia,CN,China,IIW_BP6_USD,2012,-1.10403921978
SI,Slovenia,CN,China,IIW_BP6_USD,2013,-1.117071
SI,Slovenia,CN,China,IIW_BP6_USD,2014,0.3047391
SI,Slovenia,CN,China,IIW_BP6_USD,2015,3.2715435
SI,Slovenia,CN,China,IIW_BP6_USD,2016,11.763756
SI,Slovenia,CN,China,IIW_BP6_USD,2017,12.3827725
SI,Slovenia,CN,China,IIW_BP6_USD,2018,4.42886
SI,Slovenia,CN,China,IIW_BP6_USD,2019,4.7991648
SI,Slovenia,CN,China,IIW_BP6_USD,2020,5.2421712
SI,Slovenia,CN,China,IIW_BP6_USD,2021,-14.112196
SI,Slovenia,CN,China,IIW_BP6_USD,2022,5.8108368
SI,Slovenia,CN,China,IIW_BP6_USD,2023,16.816995
SK,Slovakia,CN,China,IIW_BP6_USD,2009,21.9316944
SK,Slovakia,CN,China,IIW_BP6_USD,2010,49.5543132
SK,Slovakia,CN,China,IIW_BP6_USD,2011,59.8920432
SK,Slovakia,CN,China,IIW_BP6_USD,2012,62.14374
SK,Slovakia,CN,China,IIW_BP6_USD,2013,34.75332
SK,Slovakia,CN,China,IIW_BP6_USD,2014,38.00133
SK,Slovakia,CN,China,IIW_BP6_USD,2015,15.02406
SK,Slovakia,CN,China,IIW_BP6_USD,2017,36.07146603
SK,Slovakia,CN,China,IIW_BP6_USD,2018,25.103301745
SK,Slovakia,CN,China,IIW_BP6_USD,2019,41.1726111234
SK,Slovakia,CN,China,IIW_BP6_USD,2020,16.246804
SK,Slovakia,CN,China,IIW_BP6_USD,2021,76.7208640786
SK,Slovakia,CN,China,IIW_BP6_USD,2022,88.026498
SK,Slovakia,CN,China,IIW_BP6_USD,2023,87.7149
SN,Senegal,CN,China,IIW_BP6_USD,2011,0.00417191751898371
SN,Senegal,CN,China,IIW_BP6_USD,2012,0.0
SN,Senegal,CN,China,IIW_BP6_USD,2014,57.8401099462312
SN,Senegal,CN,China,IIW_BP6_USD,2016,59.2166635922782
SN,Senegal,CN,China,IIW_BP6_USD,2017,67.3736311983864
SN,Senegal,CN,China,IIW_BP6_USD,2018,98.4956559652538
SN,Senegal,CN,China,IIW_BP6_USD,2019,163.777110389858
SN,Senegal,CN,China,IIW_BP6_USD,2020,180.900614217091
SN,Senegal,CN,China,IIW_BP6_USD,2021,196.337799890222
SN,Senegal,CN,China,IIW_BP6_USD,2022,182.989284354006
SV,El Salvador,CN,China,IIW_BP6_USD,2012,0.0
SV,El Salvador,CN,China,IIW_BP6_USD,2013,0.0
SV,El Salvador,CN,China,IIW_BP6_USD,2014,0.0
SV,El Salvador,CN,China,IIW_BP6_USD,2015,0.0
SV,El Salvador,CN,China,IIW_BP6_USD,2016,0.0
SV,El Salvador,CN,China,IIW_BP6_USD,2017,0.0
SV,El Salvador,CN,China,IIW_BP6_USD,2020,16.83680628
SV,El Salvador,CN,China,IIW_BP6_USD,2021,23.8703577
SV,El Salvador,CN,China,IIW_BP6_USD,2022,16.5691245
SV,El Salvador,CN,China,IIW_BP6_USD,2023,14.22398813
SZ,Eswatini,CN,China,IIW_BP6_USD,2019,0.0
SZ,Eswatini,CN,China,IIW_BP6_USD,2020,0.0
SZ,Eswatini,CN,China,IIW_BP6_USD,2021,0.0
SZ,Eswatini,CN,China,IIW_BP6_USD,2022,0.0
SZ,Eswatini,CN,China,IIW_BP6_USD,2023,0.0
TG,Togo,CN,China,IIW_BP6_USD,2011,0.0
TG,Togo,CN,China,IIW_BP6_USD,2013,-1.06238853760189
TG,Togo,CN,China,IIW_BP6_USD,2014,-0.276225856268017
TG,Togo,CN,China,IIW_BP6_USD,2015,-0.22074175593827
TG,Togo,CN,China,IIW_BP6_USD,2016,0.262832799787181
TG,Togo,CN,China,IIW_BP6_USD,2017,0.353367856800598
TG,Togo,CN,China,IIW_BP6_USD,2018,-0.162063303875102
TG,Togo,CN,China,IIW_BP6_USD,2019,0.560709253807796
TG,Togo,CN,China,IIW_BP6_USD,2020,0.612467798956335
TG,Togo,CN,China,IIW_BP6_USD,2021,2.22556436120965
TG,Togo,CN,China,IIW_BP6_USD,2022,3.61033621106262
TH,Thailand,CN,China,IIW_BP6_USD,2009,551.49050347
TH,Thailand,CN,China,IIW_BP6_USD,2010,1328.59924906
TH,Thailand,CN,China,IIW_BP6_USD,2011,3294.34324078
TH,Thailand,CN,China,IIW_BP6_USD,2012,2599.59843108
TH,Thailand,CN,China,IIW_BP6_USD,2013,3448.19101528
TH,Thailand,CN,China,IIW_BP6_USD,2014,3294.34324078
TH,Thailand,CN,China,IIW_BP6_USD,2015,3184.24466819502
TH,Thailand,CN,China,IIW_BP6_USD,2016,4499.31345857693
TH,Thailand,CN,China,IIW_BP6_USD,2017,6339.80786570688
TH,Thailand,CN,China,IIW_BP6_USD,2018,7509.01579886165
TH,Thailand,CN,China,IIW_BP6_USD,2019,10257.2496361519
TH,Thailand,CN,China,IIW_BP6_USD,2020,11178.228339317
TH,Thailand,CN,China,IIW_BP6_USD,2021,12272.7665886595
TH,Thailand,CN,China,IIW_BP6_USD,2022,14201.1665302902
TH,Thailand,CN,China,IIW_BP6_USD,2023,16959.0673885469
TJ,Tajikistan,CN,China,IIW_BP6_USD,2015,967.86683
TJ,Tajikistan,CN,China,IIW_BP6_USD,2016,1151.43267
TJ,Tajikistan,CN,China,IIW_BP6_USD,2017,1264.42726861209
TJ,Tajikistan,CN,China,IIW_BP6_USD,2018,1436.8717627453
TJ,Tajikistan,CN,China,IIW_BP6_USD,2019,1460.4949527453
TJ,Tajikistan,CN,China,IIW_BP6_USD,2020,1468.37965
TJ,Tajikistan,CN,China,IIW_BP6_USD,2021,1668.17943034862
TJ,Tajikistan,CN,China,IIW_BP6_USD,2022,1850.16403805797
TJ,Tajikistan,CN,China,IIW_BP6_USD,2023,1698.38102359831
TR,Türkiye,CN,China,IIW_BP6_USD,2009,2.0
TR,Türkiye,CN,China,IIW_BP6_USD,2010,2.0
TR,Türkiye,CN,China,IIW_BP6_USD,2011,3.0
TR,Türkiye,CN,China,IIW_BP6_USD,2012,2.0
TR,Türkiye,CN,China,IIW_BP6_USD,2013,41.0
TR,Türkiye,CN,China,IIW_BP6_USD,2014,55.0
TR,Türkiye,CN,China,IIW_BP6_USD,2015,522.0
TR,Türkiye,CN,China,IIW_BP6_USD,2016,407.0
TR,Türkiye,CN,China,IIW_BP6_USD,2017,1395.0
TR,Türkiye,CN,China,IIW_BP6_USD,2018,1181.0
TR,Türkiye,CN,China,IIW_BP6_USD,2019,1101.0
TR,Türkiye,CN,China,IIW_BP6_USD,2020,1071.0
TR,Türkiye,CN,China,IIW_BP6_USD,2021,611.0
TR,Türkiye,CN,China,IIW_BP6_USD,2022,936.0
TR,Türkiye,CN,China,IIW_BP6_USD,2023,1001.0
TZ,"Tanzania, United Republic of",CN,China,IIW_BP6_USD,2009,46.7
TZ,"Tanzania, United Republic of",CN,China,IIW_BP6_USD,2010,42.9
TZ,"Tanzania, United Republic of",CN,China,IIW_BP6_USD,2011,45.1
TZ,"Tanzania, United Republic of",CN,China,IIW_BP6_USD,2012,44.5
TZ,"Tanzania, United Republic of",CN,China,IIW_BP6_USD,2013,182.1
TZ,"Tanzania, United Republic of",CN,China,IIW_BP6_USD,2014,191.7
TZ,"Tanzania, United Republic of",CN,China,IIW_BP6_USD,2015,192.1
TZ,"Tanzania, United Republic of",CN,China,IIW_BP6_USD,2017,327.3
TZ,"Tanzania, United Republic of",CN,China,IIW_BP6_USD,2018,602.4
TZ,"Tanzania, United Republic of",CN,China,IIW_BP6_USD,2019,671.8
TZ,"Tanzania, United Republic of",CN,China,IIW_BP6_USD,2020,298.27
UA,Ukraine,CN,China,IIW_BP6_USD,2009,9.0968
UA,Ukraine,CN,China,IIW_BP6_USD,2012,26.7428
UA,Ukraine,CN,China,IIW_BP6_USD,2013,24.9
UA,Ukraine,CN,China,IIW_BP6_USD,2014,34.9159249902147
UA,Ukraine,CN,China,IIW_BP6_USD,2015,24.8063559563967
UA,Ukraine,CN,China,IIW_BP6_USD,2016,23.7745513886572
UA,Ukraine,CN,China,IIW_BP6_USD,2017,25.8912869345544
UA,Ukraine,CN,China,IIW_BP6_USD,2018,23.8424731787876
UA,Ukraine,CN,China,IIW_BP6_USD,2019,81.8793170552498
UA,Ukraine,CN,China,IIW_BP6_USD,2020,74.3924281864288
UA,Ukraine,CN,China,IIW_BP6_USD,2021,140.50130976384
UA,Ukraine,CN,China,IIW_BP6_USD,2022,76.8663864266089
UA,Ukraine,CN,China,IIW_BP6_USD,2023,61.3616341190516
UG,Uganda,CN,China,IIW_BP6_USD,2009,168.126019236334
UG,Uganda,CN,China,IIW_BP6_USD,2010,35.4988282803666
UG,Uganda,CN,China,IIW_BP6_USD,2011,11.1106112824309
UG,Uganda,CN,China,IIW_BP6_USD,2012,7.02914351298363
UG,Uganda,CN,China,IIW_BP6_USD,2013,30.8196296897735
UG,Uganda,CN,China,IIW_BP6_USD,2014,32.3933588859434
UG,Uganda,CN,China,IIW_BP6_USD,2015,36.0373417598132
UG,Uganda,CN,China,IIW_BP6_USD,2016,21.2264080054878
UG,Uganda,CN,China,IIW_BP6_USD,2017,129.626473700055
UG,Uganda,CN,China,IIW_BP6_USD,2018,263.866845523622
UG,Uganda,CN,China,IIW_BP6_USD,2019,452.476369440562
UG,Uganda,CN,China,IIW_BP6_USD,2020,421.378930022947
UG,Uganda,CN,China,IIW_BP6_USD,2021,335.012067658364
UG,Uganda,CN,China,IIW_BP6_USD,2022,177.283861934005
UG,Uganda,CN,China,IIW_BP6_USD,2023,282.033318350084
US,United States,CN,China,IIW_BP6_USD,2009,1624.0
US,United States,CN,China,IIW_BP6_USD,2010,3300.0
US,United States,CN,China,IIW_BP6_USD,2011,3598.0
US,United States,CN,China,IIW_BP6_USD,2012,7076.0
US,United States,CN,China,IIW_BP6_USD,2013,7855.0
US,United States,CN,China,IIW_BP6_USD,2014,10071.0
US,United States,CN,China,IIW_BP6_USD,2015,14714.0
US,United States,CN,China,IIW_BP6_USD,2016,31871.0
US,United States,CN,China,IIW_BP6_USD,2017,36447.0
US,United States,CN,China,IIW_BP6_USD,2018,35437.0
US,United States,CN,China,IIW_BP6_USD,2019,38792.0
US,United States,CN,China,IIW_BP6_USD,2020,36738.0
US,United States,CN,China,IIW_BP6_USD,2021,31831.0
US,United States,CN,China,IIW_BP6_USD,2022,29907.0
US,United States,CN,China,IIW_BP6_USD,2023,28043.0
UY,Uruguay,CN,China,IIW_BP6_USD,2012,75.8283860931581
UY,Uruguay,CN,China,IIW_BP6_USD,2013,101.981089737043
UY,Uruguay,CN,China,IIW_BP6_USD,2014,66.8196030152669
UY,Uruguay,CN,China,IIW_BP6_USD,2015,79.4153379969097
UY,Uruguay,CN,China,IIW_BP6_USD,2016,-6.37828396261738
UY,Uruguay,CN,China,IIW_BP6_USD,2017,-10.7514559829718
UY,Uruguay,CN,China,IIW_BP6_USD,2018,-22.4525064253124
UY,Uruguay,CN,China,IIW_BP6_USD,2019,-41.5688130194221
UY,Uruguay,CN,China,IIW_BP6_USD,2020,182.266709613421
UY,Uruguay,CN,China,IIW_BP6_USD,2021,1091.52256235914
UY,Uruguay,CN,China,IIW_BP6_USD,2022,1403.01983248229
UY,Uruguay,CN,China,IIW_BP6_USD,2023,1841.70487647787
VE,"Venezuela, Bolivarian Republic",CN,China,IIW_BP6_USD,2011,1170.0
VE,"Venezuela, Bolivarian Republic",CN,China,IIW_BP6_USD,2012,1269.0
VE,"Venezuela, Bolivarian Republic",CN,China,IIW_BP6_USD,2013,1635.0
VE,"Venezuela, Bolivarian Republic",CN,China,IIW_BP6_USD,2014,1610.0
VE,"Venezuela, Bolivarian Republic",CN,China,IIW_BP6_USD,2015,1152.0
VE,"Venezuela, Bolivarian Republic",CN,China,IIW_BP6_USD,2016,784.0
VE,"Venezuela, Bolivarian Republic",CN,China,IIW_BP6_USD,2017,756.0
W00,World,CN,China,IIW_BP6_USD,2009,390067.978015309
W00,World,CN,China,IIW_BP6_USD,2010,478091.471616261
W00,World,CN,China,IIW_BP6_USD,2011,527885.81958538
W00,World,CN,China,IIW_BP6_USD,2012,530534.775046552
W00,World,CN,China,IIW_BP6_USD,2013,497015.60563944
W00,World,CN,China,IIW_BP6_USD,2014,530306.630010378
W00,World,CN,China,IIW_BP6_USD,2015,545221.487140461
W00,World,CN,China,IIW_BP6_USD,2016,566045.685457644
W00,World,CN,China,IIW_BP6_USD,2017,680268.066162562
W00,World,CN,China,IIW_BP6_USD,2018,763240.576225818
W00,World,CN,China,IIW_BP6_USD,2019,802631.915147263
W00,World,CN,China,IIW_BP6_USD,2020,855369.123240273
W00,World,CN,China,IIW_BP6_USD,2021,908284.927602894
W00,World,CN,China,IIW_BP6_USD,2022,954427.599136117
W00,World,CN,China,IIW_BP6_USD,2023,1013544.59225059
XK,"Kosovo, Republic of",CN,China,IIW_BP6_USD,2010,0.0
XK,"Kosovo, Republic of",CN,China,IIW_BP6_USD,2012,0.0
ZA,South Africa,CN,China,IIW_BP6_USD,2009,4666.93766937669
ZA,South Africa,CN,China,IIW_BP6_USD,2010,5709.6326678328
ZA,South Africa,CN,China,IIW_BP6_USD,2011,4369.20507435926
ZA,South Africa,CN,China,IIW_BP6_USD,2012,5076.84254483217
ZA,South Africa,CN,China,IIW_BP6_USD,2013,5617.71617325319
ZA,South Africa,CN,China,IIW_BP6_USD,2014,5210.79876866751
ZA,South Africa,CN,China,IIW_BP6_USD,2015,3712.6407204889
ZA,South Africa,CN,China,IIW_BP6_USD,2016,5677.9044828254
ZA,South Africa,CN,China,IIW_BP6_USD,2017,7301.1792
ZA,South Africa,CN,China,IIW_BP6_USD,2018,6280.04135920002
ZA,South Africa,CN,China,IIW_BP6_USD,2019,7088.99595949999
ZA,South Africa,CN,China,IIW_BP6_USD,2020,6732.08142410002
ZA,South Africa,CN,China,IIW_BP6_USD,2021,6468.05188090001
ZA,South Africa,CN,China,IIW_BP6_USD,2022,5929.90134299998
ZA,South Africa,CN,China,IIW_BP6_USD,2023,5659.85083209999
ZM,Zambia,CN,China,IIW_BP6_USD,2009,595.5
ZM,Zambia,CN,China,IIW_BP6_USD,2010,552.3
ZM,Zambia,CN,China,IIW_BP6_USD,2011,1058.33687254512
ZM,Zambia,CN,China,IIW_BP6_USD,2012,1137.89601578591
ZM,Zambia,CN,China,IIW_BP6_USD,2013,1304.7
ZM,Zambia,CN,China,IIW_BP6_USD,2014,2192.5958621179
ZM,Zambia,CN,China,IIW_BP6_USD,2015,2244.33903958328
ZM,Zambia,CN,China,IIW_BP6_USD,2016,1964.14844570001
ZM,Zambia,CN,China,IIW_BP6_USD,2017,3284.74722250974
ZM,Zambia,CN,China,IIW_BP6_USD,2018,3353.15232681149
ZM,Zambia,CN,China,IIW_BP6_USD,2019,2917.19082553312
ZM,Zambia,CN,China,IIW_BP6_USD,2020,1648.16133212177
ZM,Zambia,CN,China,IIW_BP6_USD,2021,2134.62001469379
ZM,Zambia,CN,China,IIW_BP6_USD,2022,2187.90380963444
ZM,Zambia,CN,China,IIW_BP6_USD,2023,1866.13908528492
