REF_AREA,COMP_BREAKDOWN_1,year,value_usd,OBS_STATUS
MUS,IMF_CNT_COUNTRY_924,2014,2198.74,A
MUS,IMF_CNT_COUNTRY_924,2015,1957.58,A
MUS,IMF_CNT_COUNTRY_924,2016,1856.88,A
MUS,IMF_CNT_COUNTRY_924,2017,1843.55,A
MUS,IMF_CNT_COUNTRY_924,2018,2705.75,A
MUS,IMF_CNT_COUNTRY_924,2019,2514.94,A
MUS,IMF_CNT_COUNTRY_924,2020,2930.41,A
MUS,IMF_CNT_COUNTRY_924,2021,1577.03,A
MUS,IMF_CNT_COUNTRY_924,2022,1549.34,A
MUS,IMF_CNT_COUNTRY_924,2023,2014.02,A
MYS,IMF_CNT_COUNTRY_924,2009,199.913,A
MYS,IMF_CNT_COUNTRY_924,2010,325.313,A
MYS,IMF_CNT_COUNTRY_924,2011,368.351,A
MYS,IMF_CNT_COUNTRY_924,2012,246.004,A
MYS,IMF_CNT_COUNTRY_924,2013,329.154,A
MYS,IMF_CNT_COUNTRY_924,2014,611.331,A
MYS,IMF_CNT_COUNTRY_924,2015,583.862,A
MYS,IMF_CNT_COUNTRY_924,2016,2105.56,A
MYS,IMF_CNT_COUNTRY_924,2017,4394.94,A
MYS,IMF_CNT_COUNTRY_924,2018,4251.6,A
MYS,IMF_CNT_COUNTRY_924,2019,5529.94,A
MYS,IMF_CNT_COUNTRY_924,2020,5616.19,A
MYS,IMF_CNT_COUNTRY_924,2021,6099.48,A
MYS,IMF_CNT_COUNTRY_924,2022,6684.97,A
MYS,IMF_CNT_COUNTRY_924,2023,7635.05,A
NER,IMF_CNT_COUNTRY_924,2012,430.736,A
NER,IMF_CNT_COUNTRY_924,2013,498.703,A
NER,IMF_CNT_COUNTRY_924,2014,647.824,A
NER,IMF_CNT_COUNTRY_924,2015,1737.71,A
NER,IMF_CNT_COUNTRY_924,2016,1797.94,A
NER,IMF_CNT_COUNTRY_924,2017,2492.97,A
NER,IMF_CNT_COUNTRY_924,2018,2554.65,A
NER,IMF_CNT_COUNTRY_924,2019,2677.72,A
NER,IMF_CNT_COUNTRY_924,2020,5221.12,A
NER,IMF_CNT_COUNTRY_924,2021,5484.7,A
NER,IMF_CNT_COUNTRY_924,2022,5165.09,A
NER,IMF_CNT_COUNTRY_924,2023,6091.63,A
NGA,IMF_CNT_COUNTRY_924,2009,-177.408,A
NGA,IMF_CNT_COUNTRY_924,2010,7684.91,A
NGA,IMF_CNT_COUNTRY_924,2011,13561.0,A
NGA,IMF_CNT_COUNTRY_924,2012,13367.2,A
NGA,IMF_CNT_COUNTRY_924,2013,4504.95,A
NGA,IMF_CNT_COUNTRY_924,2014,9885.41,A
NGA,IMF_CNT_COUNTRY_924,2015,3519.89,A
NGA,IMF_CNT_COUNTRY_924,2016,2105.98,A
NGA,IMF_CNT_COUNTRY_924,2017,1405.41,A
NGA,IMF_CNT_COUNTRY_924,2018,833.269,A
NGA,IMF_CNT_COUNTRY_924,2019,532.966,A
NGA,IMF_CNT_COUNTRY_924,2020,387.195,A
NGA,IMF_CNT_COUNTRY_924,2021,332.955,A
NGA,IMF_CNT_COUNTRY_924,2022,297.245,A
NLD,IMF_CNT_COUNTRY_924,2009,1471.46,A
NLD,IMF_CNT_COUNTRY_924,2010,1657.94,A
NLD,IMF_CNT_COUNTRY_924,2011,1780.19,A
NLD,IMF_CNT_COUNTRY_924,2012,3836.55,A
NLD,IMF_CNT_COUNTRY_924,2014,17347.1,A
NLD,IMF_CNT_COUNTRY_924,2015,21457.2,A
NLD,IMF_CNT_COUNTRY_924,2016,22348.0,A
NLD,IMF_CNT_COUNTRY_924,2017,30339.9,A
NLD,IMF_CNT_COUNTRY_924,2018,26195.3,A
NLD,IMF_CNT_COUNTRY_924,2019,21024.4,A
NLD,IMF_CNT_COUNTRY_924,2020,20924.5,A
NLD,IMF_CNT_COUNTRY_924,2021,13575.3,A
NLD,IMF_CNT_COUNTRY_924,2022,11840.3,A
NLD,IMF_CNT_COUNTRY_924,2023,14696.5,A
NOR,IMF_CNT_COUNTRY_924,2009,1678.2,A
NOR,IMF_CNT_COUNTRY_924,2010,1796.93,A
NOR,IMF_CNT_COUNTRY_924,2012,5389.59,A
NOR,IMF_CNT_COUNTRY_924,2013,5112.99,A
NOR,IMF_CNT_COUNTRY_924,2014,4440.65,A
NOR,IMF_CNT_COUNTRY_924,2015,813.507,A
NOR,IMF_CNT_COUNTRY_924,2016,2630.63,A
NOR,IMF_CNT_COUNTRY_924,2017,1392.57,A
NOR,IMF_CNT_COUNTRY_924,2018,792.06,A
NOR,IMF_CNT_COUNTRY_924,2019,1293.51,A
NOR,IMF_CNT_COUNTRY_924,2020,1000.23,A
NOR,IMF_CNT_COUNTRY_924,2021,1527.55,A
NOR,IMF_CNT_COUNTRY_924,2022,2091.08,A
NOR,IMF_CNT_COUNTRY_924,2023,1171.58,A
NPL,IMF_CNT_COUNTRY_924,2009,1.21709,A
NPL,IMF_CNT_COUNTRY_924,2010,1.26448,A
NPL,IMF_CNT_COUNTRY_924,2011,1.05953,A
NPL,IMF_CNT_COUNTRY_924,2012,4.19758,A
NPL,IMF_CNT_COUNTRY_924,2013,3.64853,A
NPL,IMF_CNT_COUNTRY_924,2014,4.42761,A
NPL,IMF_CNT_COUNTRY_924,2015,7.37651,A
NPL,IMF_CNT_COUNTRY_924,2016,100.408,A
NPL,IMF_CNT_COUNTRY_924,2017,166.372,A
NPL,IMF_CNT_COUNTRY_924,2018,233.074,A
NPL,IMF_CNT_COUNTRY_924,2019,243.25,A
NPL,IMF_CNT_COUNTRY_924,2020,262.849,A
NPL,IMF_CNT_COUNTRY_924,2021,271.859,A
NPL,IMF_CNT_COUNTRY_924,2022,209.402,A
NPL,IMF_CNT_COUNTRY_924,2023,267.009,A
NZL,IMF_CNT_COUNTRY_924,2012,408.918,A
NZL,IMF_CNT_COUNTRY_924,2013,237.779,A
NZL,IMF_CNT_COUNTRY_924,2014,509.684,A
NZL,IMF_CNT_COUNTRY_924,2015,497.511,A
NZL,IMF_CNT_COUNTRY_924,2016,741.537,A
NZL,IMF_CNT_COUNTRY_924,2017,898.832,A
NZL,IMF_CNT_COUNTRY_924,2018,982.331,A
NZL,IMF_CNT_COUNTRY_924,2019,945.935,A
NZL,IMF_CNT_COUNTRY_924,2020,1216.33,A
NZL,IMF_CNT_COUNTRY_924,2021,1183.99,A
NZL,IMF_CNT_COUNTRY_924,2022,924.929,A
NZL,IMF_CNT_COUNTRY_924,2023,5098.59,A
PAK,IMF_CNT_COUNTRY_924,2009,854.86,A
PAK,IMF_CNT_COUNTRY_924,2010,973.541,A
PAK,IMF_CNT_COUNTRY_924,2011,1055.1,A
PAK,IMF_CNT_COUNTRY_924,2012,1056.93,A
PAK,IMF_CNT_COUNTRY_924,2013,1182.83,A
PAK,IMF_CNT_COUNTRY_924,2014,2237.77,A
PAK,IMF_CNT_COUNTRY_924,2015,1014.79,A
PAK,IMF_CNT_COUNTRY_924,2016,1401.96,A
PAK,IMF_CNT_COUNTRY_924,2017,2689.85,A
PAK,IMF_CNT_COUNTRY_924,2018,1725.03,A
PAK,IMF_CNT_COUNTRY_924,2019,2430.21,A
PAK,IMF_CNT_COUNTRY_924,2020,2663.88,A
PAK,IMF_CNT_COUNTRY_924,2021,2942.96,A
PAK,IMF_CNT_COUNTRY_924,2022,3376.09,A
PAK,IMF_CNT_COUNTRY_924,2023,3589.36,A
PAN,IMF_CNT_COUNTRY_924,2009,21.61,A
PAN,IMF_CNT_COUNTRY_924,2010,40.33,A
PAN,IMF_CNT_COUNTRY_924,2011,19.6,A
PAN,IMF_CNT_COUNTRY_924,2012,26.2,A
PAN,IMF_CNT_COUNTRY_924,2013,53.7,A
PAN,IMF_CNT_COUNTRY_924,2014,0.0,A
PAN,IMF_CNT_COUNTRY_924,2016,233.2,A
PAN,IMF_CNT_COUNTRY_924,2017,273.6,A
PAN,IMF_CNT_COUNTRY_924,2018,0.0,A
PAN,IMF_CNT_COUNTRY_924,2019,0.0,A
PAN,IMF_CNT_COUNTRY_924,2021,0.0,A
PAN,IMF_CNT_COUNTRY_924,2022,0.0,A
PAN,IMF_CNT_COUNTRY_924,2023,0.0,A
PER,IMF_CNT_COUNTRY_924,2009,297.567,A
PER,IMF_CNT_COUNTRY_924,2010,979.506,A
PER,IMF_CNT_COUNTRY_924,2011,1627.34,A
PER,IMF_CNT_COUNTRY_924,2012,1072.69,A
PER,IMF_CNT_COUNTRY_924,2013,2460.59,A
PHL,IMF_CNT_COUNTRY_924,2009,6.11909,A
PHL,IMF_CNT_COUNTRY_924,2010,-0.247417,A
PHL,IMF_CNT_COUNTRY_924,2011,-78.5514,A
PHL,IMF_CNT_COUNTRY_924,2012,-96.015,A
PHL,IMF_CNT_COUNTRY_924,2013,131.773,A
PHL,IMF_CNT_COUNTRY_924,2014,58.0612,A
PHL,IMF_CNT_COUNTRY_924,2015,212.417,A
PHL,IMF_CNT_COUNTRY_924,2016,110.633,A
PHL,IMF_CNT_COUNTRY_924,2017,108.29,A
PHL,IMF_CNT_COUNTRY_924,2018,85.8796,A
PHL,IMF_CNT_COUNTRY_924,2019,52.946,A
PHL,IMF_CNT_COUNTRY_924,2020,69.2071,A
PHL,IMF_CNT_COUNTRY_924,2021,192.282,A
PHL,IMF_CNT_COUNTRY_924,2022,120.32,A
PHL,IMF_CNT_COUNTRY_924,2023,8.11614,A
PLW,IMF_CNT_COUNTRY_924,2014,85.9524,A
PLW,IMF_CNT_COUNTRY_924,2015,92.9063,A
PLW,IMF_CNT_COUNTRY_924,2016,96.5958,A
PLW,IMF_CNT_COUNTRY_924,2017,93.5753,A
PLW,IMF_CNT_COUNTRY_924,2018,91.348,A
PLW,IMF_CNT_COUNTRY_924,2019,101.274,A
PLW,IMF_CNT_COUNTRY_924,2020,93.7223,A
PLW,IMF_CNT_COUNTRY_924,2021,96.0519,A
POL,IMF_CNT_COUNTRY_924,2009,188.471,A
POL,IMF_CNT_COUNTRY_924,2010,303.735,A
POL,IMF_CNT_COUNTRY_924,2011,358.752,A
POL,IMF_CNT_COUNTRY_924,2012,195.509,A
POL,IMF_CNT_COUNTRY_924,2013,164.011,A
POL,IMF_CNT_COUNTRY_924,2014,105.497,A
POL,IMF_CNT_COUNTRY_924,2015,293.507,A
POL,IMF_CNT_COUNTRY_924,2016,252.195,A
POL,IMF_CNT_COUNTRY_924,2017,222.618,A
POL,IMF_CNT_COUNTRY_924,2018,459.611,A
POL,IMF_CNT_COUNTRY_924,2019,388.393,A
POL,IMF_CNT_COUNTRY_924,2020,534.27,A
POL,IMF_CNT_COUNTRY_924,2021,1127.59,A
POL,IMF_CNT_COUNTRY_924,2022,1249.03,A
POL,IMF_CNT_COUNTRY_924,2023,1232.78,A
PRT,IMF_CNT_COUNTRY_924,2009,5.45987,A
PRT,IMF_CNT_COUNTRY_924,2010,4.54308,A
PRT,IMF_CNT_COUNTRY_924,2011,4.95564,A
PRT,IMF_CNT_COUNTRY_924,2012,16.4265,A
PRT,IMF_CNT_COUNTRY_924,2013,198.673,A
PRT,IMF_CNT_COUNTRY_924,2014,1057.82,A
PRT,IMF_CNT_COUNTRY_924,2015,1356.77,A
PRT,IMF_CNT_COUNTRY_924,2016,1849.82,A
PRT,IMF_CNT_COUNTRY_924,2017,2570.23,A
PRT,IMF_CNT_COUNTRY_924,2018,2731.9,A
PRT,IMF_CNT_COUNTRY_924,2019,2802.85,A
PRT,IMF_CNT_COUNTRY_924,2020,3288.51,A
PRT,IMF_CNT_COUNTRY_924,2021,3325.57,A
PRT,IMF_CNT_COUNTRY_924,2022,3439.76,A
PRT,IMF_CNT_COUNTRY_924,2023,3988.74,A
PRY,IMF_CNT_COUNTRY_924,2009,6.24332,A
PRY,IMF_CNT_COUNTRY_924,2010,6.4041,A
PRY,IMF_CNT_COUNTRY_924,2011,6.67313,A
PRY,IMF_CNT_COUNTRY_924,2012,7.44172,A
PRY,IMF_CNT_COUNTRY_924,2013,6.93535,A
PRY,IMF_CNT_COUNTRY_924,2014,6.91619,A
PRY,IMF_CNT_COUNTRY_924,2015,7.01991,A
PRY,IMF_CNT_COUNTRY_924,2016,7.78509,A
PRY,IMF_CNT_COUNTRY_924,2017,9.04103,A
PRY,IMF_CNT_COUNTRY_924,2018,4.27412,A
PRY,IMF_CNT_COUNTRY_924,2019,5.10918,A
PRY,IMF_CNT_COUNTRY_924,2020,6.27464,A
PRY,IMF_CNT_COUNTRY_924,2021,7.41929,A
PRY,IMF_CNT_COUNTRY_924,2022,8.94241,A
PRY,IMF_CNT_COUNTRY_924,2023,8.66636,A
ROU,IMF_CNT_COUNTRY_924,2009,48.6833,A
ROU,IMF_CNT_COUNTRY_924,2010,69.0835,A
ROU,IMF_CNT_COUNTRY_924,2011,62.0747,A
ROU,IMF_CNT_COUNTRY_924,2012,93.1957,A
ROU,IMF_CNT_COUNTRY_924,2013,172.068,A
ROU,IMF_CNT_COUNTRY_924,2014,108.929,A
ROU,IMF_CNT_COUNTRY_924,2015,242.93,A
ROU,IMF_CNT_COUNTRY_924,2016,59.0942,A
ROU,IMF_CNT_COUNTRY_924,2017,89.8111,A
ROU,IMF_CNT_COUNTRY_924,2018,41.9776,A
ROU,IMF_CNT_COUNTRY_924,2019,101.812,A
ROU,IMF_CNT_COUNTRY_924,2020,279.097,A
ROU,IMF_CNT_COUNTRY_924,2021,281.053,A
ROU,IMF_CNT_COUNTRY_924,2022,328.205,A
ROU,IMF_CNT_COUNTRY_924,2023,353.641,A
RUS,IMF_CNT_COUNTRY_924,2009,1250.69,A
RUS,IMF_CNT_COUNTRY_924,2010,1987.41,A
RUS,IMF_CNT_COUNTRY_924,2011,1385.43,A
RUS,IMF_CNT_COUNTRY_924,2012,2152.0,A
RUS,IMF_CNT_COUNTRY_924,2013,4542.77,A
RUS,IMF_CNT_COUNTRY_924,2014,2758.97,A
RUS,IMF_CNT_COUNTRY_924,2015,1340.53,A
RUS,IMF_CNT_COUNTRY_924,2016,2901.62,A
RUS,IMF_CNT_COUNTRY_924,2017,3584.04,A
RUS,IMF_CNT_COUNTRY_924,2018,2660.12,A
RUS,IMF_CNT_COUNTRY_924,2019,3735.74,A
RUS,IMF_CNT_COUNTRY_924,2020,2187.52,A
RUS,IMF_CNT_COUNTRY_924,2021,3322.88,A
RWA,IMF_CNT_COUNTRY_924,2011,0.0,A
RWA,IMF_CNT_COUNTRY_924,2012,3.68952,A
RWA,IMF_CNT_COUNTRY_924,2013,0.288744,A
RWA,IMF_CNT_COUNTRY_924,2014,8.76463,A
RWA,IMF_CNT_COUNTRY_924,2015,28.5593,A
RWA,IMF_CNT_COUNTRY_924,2016,21.3873,A
RWA,IMF_CNT_COUNTRY_924,2017,28.1902,A
RWA,IMF_CNT_COUNTRY_924,2018,20.7548,A
RWA,IMF_CNT_COUNTRY_924,2019,20.9649,A
RWA,IMF_CNT_COUNTRY_924,2020,23.9655,A
RWA,IMF_CNT_COUNTRY_924,2021,57.7526,A
RWA,IMF_CNT_COUNTRY_924,2022,80.3969,A
RWA,IMF_CNT_COUNTRY_924,2023,54.7299,A
SAU,IMF_CNT_COUNTRY_924,2009,5935.47,A
SAU,IMF_CNT_COUNTRY_924,2010,9035.29,A
SEN,IMF_CNT_COUNTRY_924,2011,0.00417192,A
SEN,IMF_CNT_COUNTRY_924,2012,0.0,A
SEN,IMF_CNT_COUNTRY_924,2014,57.8401,A
SEN,IMF_CNT_COUNTRY_924,2016,59.2167,A
SEN,IMF_CNT_COUNTRY_924,2017,67.3736,A
SEN,IMF_CNT_COUNTRY_924,2018,98.4957,A
SEN,IMF_CNT_COUNTRY_924,2019,163.777,A
SEN,IMF_CNT_COUNTRY_924,2020,180.901,A
SEN,IMF_CNT_COUNTRY_924,2021,196.338,A
SEN,IMF_CNT_COUNTRY_924,2022,182.989,A
SGP,IMF_CNT_COUNTRY_924,2009,17951.5,A
SGP,IMF_CNT_COUNTRY_924,2010,23137.2,A
SGP,IMF_CNT_COUNTRY_924,2011,23672.3,A
SGP,IMF_CNT_COUNTRY_924,2012,25719.4,A
SGP,IMF_CNT_COUNTRY_924,2013,27154.0,A
SGP,IMF_CNT_COUNTRY_924,2014,29121.8,A
SGP,IMF_CNT_COUNTRY_924,2015,30454.3,A
SGP,IMF_CNT_COUNTRY_924,2016,27169.3,A
SGP,IMF_CNT_COUNTRY_924,2017,44554.0,A
SGP,IMF_CNT_COUNTRY_924,2018,47374.5,A
SGP,IMF_CNT_COUNTRY_924,2019,51939.7,A
SGP,IMF_CNT_COUNTRY_924,2020,55776.9,A
SGP,IMF_CNT_COUNTRY_924,2021,63973.2,A
SGP,IMF_CNT_COUNTRY_924,2022,75320.4,A
SGP,IMF_CNT_COUNTRY_924,2023,87112.8,A
SLV,IMF_CNT_COUNTRY_924,2012,0.0,A
SLV,IMF_CNT_COUNTRY_924,2013,0.0,A
SLV,IMF_CNT_COUNTRY_924,2014,0.0,A
SLV,IMF_CNT_COUNTRY_924,2015,0.0,A
SLV,IMF_CNT_COUNTRY_924,2016,0.0,A
SLV,IMF_CNT_COUNTRY_924,2017,0.0,A
SLV,IMF_CNT_COUNTRY_924,2020,16.8368,A
SLV,IMF_CNT_COUNTRY_924,2021,23.8704,A
SLV,IMF_CNT_COUNTRY_924,2022,16.5691,A
SLV,IMF_CNT_COUNTRY_924,2023,14.224,A
SRB,IMF_CNT_COUNTRY_924,2009,0.00552914,A
SRB,IMF_CNT_COUNTRY_924,2010,5.9,A
SRB,IMF_CNT_COUNTRY_924,2011,13.4613,A
SRB,IMF_CNT_COUNTRY_924,2012,14.4981,A
SRB,IMF_CNT_COUNTRY_924,2013,22.6915,A
SRB,IMF_CNT_COUNTRY_924,2014,51.8074,A
SRB,IMF_CNT_COUNTRY_924,2015,151.336,A
SRB,IMF_CNT_COUNTRY_924,2016,59.897,A
SRB,IMF_CNT_COUNTRY_924,2017,192.248,A
SRB,IMF_CNT_COUNTRY_924,2018,434.218,A
SRB,IMF_CNT_COUNTRY_924,2019,711.144,A
SVK,IMF_CNT_COUNTRY_924,2009,21.9317,A
SVK,IMF_CNT_COUNTRY_924,2010,49.5543,A
SVK,IMF_CNT_COUNTRY_924,2011,59.892,A
SVK,IMF_CNT_COUNTRY_924,2012,62.1437,A
SVK,IMF_CNT_COUNTRY_924,2013,34.7533,A
SVK,IMF_CNT_COUNTRY_924,2014,38.0013,A
SVK,IMF_CNT_COUNTRY_924,2015,15.0241,A
SVK,IMF_CNT_COUNTRY_924,2017,36.0715,A
SVK,IMF_CNT_COUNTRY_924,2018,25.1033,A
SVK,IMF_CNT_COUNTRY_924,2019,41.1726,A
SVK,IMF_CNT_COUNTRY_924,2020,16.2468,A
SVK,IMF_CNT_COUNTRY_924,2021,76.7209,A
SVK,IMF_CNT_COUNTRY_924,2022,88.0265,A
SVK,IMF_CNT_COUNTRY_924,2023,87.7149,A
SVN,IMF_CNT_COUNTRY_924,2009,0.796681,A
SVN,IMF_CNT_COUNTRY_924,2010,-0.584046,A
SVN,IMF_CNT_COUNTRY_924,2011,0.193043,A
SVN,IMF_CNT_COUNTRY_924,2012,-1.10404,A
SVN,IMF_CNT_COUNTRY_924,2013,-1.11707,A
SVN,IMF_CNT_COUNTRY_924,2014,0.304739,A
SVN,IMF_CNT_COUNTRY_924,2015,3.27154,A
SVN,IMF_CNT_COUNTRY_924,2016,11.7638,A
SVN,IMF_CNT_COUNTRY_924,2017,12.3828,A
SVN,IMF_CNT_COUNTRY_924,2018,4.42886,A
SVN,IMF_CNT_COUNTRY_924,2019,4.79916,A
SVN,IMF_CNT_COUNTRY_924,2020,5.24217,A
SVN,IMF_CNT_COUNTRY_924,2021,-14.1122,A
SVN,IMF_CNT_COUNTRY_924,2022,5.81084,A
SVN,IMF_CNT_COUNTRY_924,2023,16.817,A
SWE,IMF_CNT_COUNTRY_924,2015,4535.35,A
SWE,IMF_CNT_COUNTRY_924,2016,4868.8,A
SWZ,IMF_CNT_COUNTRY_924,2019,0.0,A
SWZ,IMF_CNT_COUNTRY_924,2020,0.0,A
SWZ,IMF_CNT_COUNTRY_924,2021,0.0,A
SWZ,IMF_CNT_COUNTRY_924,2022,0.0,A
SWZ,IMF_CNT_COUNTRY_924,2023,0.0,A
SYC,IMF_CNT_COUNTRY_924,2009,14.4808,A
SYC,IMF_CNT_COUNTRY_924,2010,13.8765,A
SYC,IMF_CNT_COUNTRY_924,2011,12.4076,A
SYC,IMF_CNT_COUNTRY_924,2012,16.0056,A
SYC,IMF_CNT_COUNTRY_924,2013,15.5096,A
SYC,IMF_CNT_COUNTRY_924,2014,17.343,A
SYC,IMF_CNT_COUNTRY_924,2015,15.3557,A
SYC,IMF_CNT_COUNTRY_924,2016,13.7601,A
SYC,IMF_CNT_COUNTRY_924,2017,13.4465,A
SYC,IMF_CNT_COUNTRY_924,2018,15.4855,A
SYC,IMF_CNT_COUNTRY_924,2019,13.2981,A
SYC,IMF_CNT_COUNTRY_924,2020,8.79388,A
SYC,IMF_CNT_COUNTRY_924,2021,12.6567,A
SYC,IMF_CNT_COUNTRY_924,2022,15.3999,A
SYC,IMF_CNT_COUNTRY_924,2023,18.6944,A
TGO,IMF_CNT_COUNTRY_924,2011,0.0,A
TGO,IMF_CNT_COUNTRY_924,2013,-1.06239,A
TGO,IMF_CNT_COUNTRY_924,2014,-0.276226,A
TGO,IMF_CNT_COUNTRY_924,2015,-0.220742,A
TGO,IMF_CNT_COUNTRY_924,2016,0.262833,A
TGO,IMF_CNT_COUNTRY_924,2017,0.353368,A
TGO,IMF_CNT_COUNTRY_924,2018,-0.162063,A
TGO,IMF_CNT_COUNTRY_924,2019,0.560709,A
TGO,IMF_CNT_COUNTRY_924,2020,0.612468,A
TGO,IMF_CNT_COUNTRY_924,2021,2.22556,A
TGO,IMF_CNT_COUNTRY_924,2022,3.61034,A
THA,IMF_CNT_COUNTRY_924,2009,551.491,A
THA,IMF_CNT_COUNTRY_924,2010,1328.6,A
THA,IMF_CNT_COUNTRY_924,2011,3294.34,A
THA,IMF_CNT_COUNTRY_924,2012,2599.6,A
THA,IMF_CNT_COUNTRY_924,2013,3448.19,A
THA,IMF_CNT_COUNTRY_924,2014,3294.34,A
THA,IMF_CNT_COUNTRY_924,2015,3184.24,A
THA,IMF_CNT_COUNTRY_924,2016,4499.31,A
THA,IMF_CNT_COUNTRY_924,2017,6339.81,A
THA,IMF_CNT_COUNTRY_924,2018,7509.02,A
THA,IMF_CNT_COUNTRY_924,2019,10257.2,A
THA,IMF_CNT_COUNTRY_924,2020,11178.2,A
THA,IMF_CNT_COUNTRY_924,2021,12272.8,A
THA,IMF_CNT_COUNTRY_924,2022,14201.2,A
THA,IMF_CNT_COUNTRY_924,2023,16959.1,A
TJK,IMF_CNT_COUNTRY_924,2015,967.867,A
TJK,IMF_CNT_COUNTRY_924,2016,1151.43,A
TJK,IMF_CNT_COUNTRY_924,2017,1264.43,A
TJK,IMF_CNT_COUNTRY_924,2018,1436.87,A
TJK,IMF_CNT_COUNTRY_924,2019,1460.49,A
TJK,IMF_CNT_COUNTRY_924,2020,1468.38,A
TJK,IMF_CNT_COUNTRY_924,2021,1668.18,A
TJK,IMF_CNT_COUNTRY_924,2022,1850.16,A
TJK,IMF_CNT_COUNTRY_924,2023,1698.38,A
TUR,IMF_CNT_COUNTRY_924,2009,2.0,A
TUR,IMF_CNT_COUNTRY_924,2010,2.0,A
TUR,IMF_CNT_COUNTRY_924,2011,3.0,A
TUR,IMF_CNT_COUNTRY_924,2012,2.0,A
TUR,IMF_CNT_COUNTRY_924,2013,41.0,A
TUR,IMF_CNT_COUNTRY_924,2014,55.0,A
TUR,IMF_CNT_COUNTRY_924,2015,522.0,A
TUR,IMF_CNT_COUNTRY_924,2016,407.0,A
TUR,IMF_CNT_COUNTRY_924,2017,1395.0,A
TUR,IMF_CNT_COUNTRY_924,2018,1181.0,A
TUR,IMF_CNT_COUNTRY_924,2019,1101.0,A
TUR,IMF_CNT_COUNTRY_924,2020,1071.0,A
TUR,IMF_CNT_COUNTRY_924,2021,611.0,A
TUR,IMF_CNT_COUNTRY_924,2022,936.0,A
TUR,IMF_CNT_COUNTRY_924,2023,1001.0,A
TZA,IMF_CNT_COUNTRY_924,2009,46.7,A
TZA,IMF_CNT_COUNTRY_924,2010,42.9,A
TZA,IMF_CNT_COUNTRY_924,2011,45.1,A
TZA,IMF_CNT_COUNTRY_924,2012,44.5,A
TZA,IMF_CNT_COUNTRY_924,2013,182.1,A
TZA,IMF_CNT_COUNTRY_924,2014,191.7,A
TZA,IMF_CNT_COUNTRY_924,2015,192.1,A
TZA,IMF_CNT_COUNTRY_924,2017,327.3,A
TZA,IMF_CNT_COUNTRY_924,2018,602.4,A
TZA,IMF_CNT_COUNTRY_924,2019,671.8,A
TZA,IMF_CNT_COUNTRY_924,2020,298.27,A
UGA,IMF_CNT_COUNTRY_924,2009,168.126,A
UGA,IMF_CNT_COUNTRY_924,2010,35.4988,A
UGA,IMF_CNT_COUNTRY_924,2011,11.1106,A
UGA,IMF_CNT_COUNTRY_924,2012,7.02914,A
UGA,IMF_CNT_COUNTRY_924,2013,30.8196,A
UGA,IMF_CNT_COUNTRY_924,2014,32.3934,A
UGA,IMF_CNT_COUNTRY_924,2015,36.0373,A
UGA,IMF_CNT_COUNTRY_924,2016,21.2264,A
UGA,IMF_CNT_COUNTRY_924,2017,129.626,A
UGA,IMF_CNT_COUNTRY_924,2018,263.867,A
UGA,IMF_CNT_COUNTRY_924,2019,452.476,A
UGA,IMF_CNT_COUNTRY_924,2020,421.379,A
UGA,IMF_CNT_COUNTRY_924,2021,335.012,A
UGA,IMF_CNT_COUNTRY_924,2022,177.284,A
UGA,IMF_CNT_COUNTRY_924,2023,282.033,A
UKR,IMF_CNT_COUNTRY_924,2009,9.0968,A
UKR,IMF_CNT_COUNTRY_924,2012,26.7428,A
UKR,IMF_CNT_COUNTRY_924,2013,24.9,A
UKR,IMF_CNT_COUNTRY_924,2014,34.9159,A
UKR,IMF_CNT_COUNTRY_924,2015,24.8064,A
UKR,IMF_CNT_COUNTRY_924,2016,23.7746,A
UKR,IMF_CNT_COUNTRY_924,2017,25.8913,A
UKR,IMF_CNT_COUNTRY_924,2018,23.8425,A
UKR,IMF_CNT_COUNTRY_924,2019,81.8793,A
UKR,IMF_CNT_COUNTRY_924,2020,74.3924,A
UKR,IMF_CNT_COUNTRY_924,2021,140.501,A
UKR,IMF_CNT_COUNTRY_924,2022,76.8664,A
UKR,IMF_CNT_COUNTRY_924,2023,61.3616,A
URY,IMF_CNT_COUNTRY_924,2012,75.8284,A
URY,IMF_CNT_COUNTRY_924,2013,101.981,A
URY,IMF_CNT_COUNTRY_924,2014,66.8196,A
URY,IMF_CNT_COUNTRY_924,2015,79.4153,A
URY,IMF_CNT_COUNTRY_924,2016,-6.37828,A
URY,IMF_CNT_COUNTRY_924,2017,-10.7515,A
URY,IMF_CNT_COUNTRY_924,2018,-22.4525,A
URY,IMF_CNT_COUNTRY_924,2019,-41.5688,A
URY,IMF_CNT_COUNTRY_924,2020,182.267,A
URY,IMF_CNT_COUNTRY_924,2021,1091.52,A
URY,IMF_CNT_COUNTRY_924,2022,1403.02,A
URY,IMF_CNT_COUNTRY_924,2023,1841.7,A
USA,IMF_CNT_COUNTRY_924,2009,1624.0,A
USA,IMF_CNT_COUNTRY_924,2010,3300.0,A
USA,IMF_CNT_COUNTRY_924,2011,3598.0,A
USA,IMF_CNT_COUNTRY_924,2012,7076.0,A
USA,IMF_CNT_COUNTRY_924,2013,7855.0,A
USA,IMF_CNT_COUNTRY_924,2014,10071.0,A
USA,IMF_CNT_COUNTRY_924,2015,14714.0,A
USA,IMF_CNT_COUNTRY_924,2016,31871.0,A
