REF_AREA,COMP_BREAKDOWN_1,year,value_usd,OBS_STATUS
GNB,IMF_CNT_COUNTRY_924,2019,0.0,A
GNB,IMF_CNT_COUNTRY_924,2020,0.0,A
GNB,IMF_CNT_COUNTRY_924,2022,0.0,A
GNB,IMF_CNT_COUNTRY_924,2023,0.0,A
GRC,IMF_CNT_COUNTRY_924,2009,8.6436,A
GRC,IMF_CNT_COUNTRY_924,2010,8.0172,A
GRC,IMF_CNT_COUNTRY_924,2011,-0.90573,A
GRC,IMF_CNT_COUNTRY_924,2012,-2.11104,A
GRC,IMF_CNT_COUNTRY_924,2013,329.324,A
GRC,IMF_CNT_COUNTRY_924,2014,13.725,A
GRC,IMF_CNT_COUNTRY_924,2015,6.37662,A
GRC,IMF_CNT_COUNTRY_924,2016,10.0919,A
GRC,IMF_CNT_COUNTRY_924,2017,128.749,A
GRC,IMF_CNT_COUNTRY_924,2018,255.97,A
GRC,IMF_CNT_COUNTRY_924,2019,400.402,A
GRC,IMF_CNT_COUNTRY_924,2020,745.684,A
GRC,IMF_CNT_COUNTRY_924,2021,750.038,A
GRC,IMF_CNT_COUNTRY_924,2022,747.196,A
GRC,IMF_CNT_COUNTRY_924,2023,1014.82,A
GTM,IMF_CNT_COUNTRY_924,2010,12.8947,A
GTM,IMF_CNT_COUNTRY_924,2011,24.3557,A
GTM,IMF_CNT_COUNTRY_924,2012,1.0416,A
GTM,IMF_CNT_COUNTRY_924,2013,10.2,A
GTM,IMF_CNT_COUNTRY_924,2014,22.0807,A
GTM,IMF_CNT_COUNTRY_924,2015,22.9796,A
GTM,IMF_CNT_COUNTRY_924,2017,33.8932,A
GTM,IMF_CNT_COUNTRY_924,2018,28.3947,A
GTM,IMF_CNT_COUNTRY_924,2019,33.3375,A
GTM,IMF_CNT_COUNTRY_924,2020,33.6693,A
GTM,IMF_CNT_COUNTRY_924,2021,39.1215,A
GTM,IMF_CNT_COUNTRY_924,2022,41.8081,A
GTM,IMF_CNT_COUNTRY_924,2023,49.0744,A
HKG,IMF_CNT_COUNTRY_924,2009,317908.0,A
HKG,IMF_CNT_COUNTRY_924,2010,373682.0,A
HKG,IMF_CNT_COUNTRY_924,2011,386087.0,A
HKG,IMF_CNT_COUNTRY_924,2012,390522.0,A
HKG,IMF_CNT_COUNTRY_924,2013,356707.0,A
HKG,IMF_CNT_COUNTRY_924,2014,358951.0,A
HKG,IMF_CNT_COUNTRY_924,2015,348995.0,A
HKG,IMF_CNT_COUNTRY_924,2016,340494.0,A
HKG,IMF_CNT_COUNTRY_924,2017,405041.0,A
HKG,IMF_CNT_COUNTRY_924,2018,465528.0,A
HKG,IMF_CNT_COUNTRY_924,2019,476457.0,A
HKG,IMF_CNT_COUNTRY_924,2020,529326.0,A
HKG,IMF_CNT_COUNTRY_924,2021,573318.0,A
HKG,IMF_CNT_COUNTRY_924,2022,616569.0,A
HKG,IMF_CNT_COUNTRY_924,2023,645759.0,A
HND,IMF_CNT_COUNTRY_924,2014,-0.524254,A
HND,IMF_CNT_COUNTRY_924,2015,-0.524254,A
HND,IMF_CNT_COUNTRY_924,2016,10.667,A
HND,IMF_CNT_COUNTRY_924,2017,17.7021,A
HND,IMF_CNT_COUNTRY_924,2018,-1.87359,A
HND,IMF_CNT_COUNTRY_924,2019,3.38209,A
HND,IMF_CNT_COUNTRY_924,2020,-10.7176,A
HND,IMF_CNT_COUNTRY_924,2021,0.191453,A
HND,IMF_CNT_COUNTRY_924,2022,0.23104,A
HND,IMF_CNT_COUNTRY_924,2023,0.222571,A
HRV,IMF_CNT_COUNTRY_924,2009,0.946885,A
HRV,IMF_CNT_COUNTRY_924,2010,0.931584,A
HRV,IMF_CNT_COUNTRY_924,2011,0.80476,A
HRV,IMF_CNT_COUNTRY_924,2012,0.0148637,A
HRV,IMF_CNT_COUNTRY_924,2013,0.0153575,A
HRV,IMF_CNT_COUNTRY_924,2014,1.254,A
HRV,IMF_CNT_COUNTRY_924,2015,2.98136,A
HRV,IMF_CNT_COUNTRY_924,2016,1.22257,A
HRV,IMF_CNT_COUNTRY_924,2017,9.40327,A
HRV,IMF_CNT_COUNTRY_924,2018,12.1963,A
HRV,IMF_CNT_COUNTRY_924,2019,78.4724,A
HRV,IMF_CNT_COUNTRY_924,2020,119.491,A
HRV,IMF_CNT_COUNTRY_924,2021,119.191,A
HRV,IMF_CNT_COUNTRY_924,2022,117.639,A
HRV,IMF_CNT_COUNTRY_924,2023,120.883,A
HUN,IMF_CNT_COUNTRY_924,2009,13.4038,A
HUN,IMF_CNT_COUNTRY_924,2010,133.484,A
HUN,IMF_CNT_COUNTRY_924,2011,-36.5931,A
HUN,IMF_CNT_COUNTRY_924,2012,72.5943,A
HUN,IMF_CNT_COUNTRY_924,2013,92.6249,A
HUN,IMF_CNT_COUNTRY_924,2014,86.1364,A
HUN,IMF_CNT_COUNTRY_924,2015,98.7143,A
HUN,IMF_CNT_COUNTRY_924,2016,175.766,A
HUN,IMF_CNT_COUNTRY_924,2017,273.08,A
HUN,IMF_CNT_COUNTRY_924,2018,80.6286,A
HUN,IMF_CNT_COUNTRY_924,2019,-31.0539,A
HUN,IMF_CNT_COUNTRY_924,2020,277.612,A
HUN,IMF_CNT_COUNTRY_924,2021,947.991,A
HUN,IMF_CNT_COUNTRY_924,2022,1358.51,A
HUN,IMF_CNT_COUNTRY_924,2023,1753.72,A
IDN,IMF_CNT_COUNTRY_924,2009,3450.05,A
IDN,IMF_CNT_COUNTRY_924,2010,3378.97,A
IDN,IMF_CNT_COUNTRY_924,2011,5112.16,A
IDN,IMF_CNT_COUNTRY_924,2012,4772.27,A
IDN,IMF_CNT_COUNTRY_924,2013,2336.95,A
IDN,IMF_CNT_COUNTRY_924,2014,4540.46,A
IDN,IMF_CNT_COUNTRY_924,2015,4817.28,A
IDN,IMF_CNT_COUNTRY_924,2016,4848.04,A
IDN,IMF_CNT_COUNTRY_924,2017,5586.27,A
IDN,IMF_CNT_COUNTRY_924,2018,6249.37,A
IDN,IMF_CNT_COUNTRY_924,2019,7294.77,A
IDN,IMF_CNT_COUNTRY_924,2020,8003.32,A
IDN,IMF_CNT_COUNTRY_924,2021,13280.9,A
IDN,IMF_CNT_COUNTRY_924,2022,17129.3,A
IDN,IMF_CNT_COUNTRY_924,2023,19799.6,A
IND,IMF_CNT_COUNTRY_924,2010,188.351,A
IND,IMF_CNT_COUNTRY_924,2011,222.155,A
IND,IMF_CNT_COUNTRY_924,2012,694.613,A
IND,IMF_CNT_COUNTRY_924,2013,404.85,A
IND,IMF_CNT_COUNTRY_924,2014,371.742,A
IND,IMF_CNT_COUNTRY_924,2015,605.027,A
IND,IMF_CNT_COUNTRY_924,2016,299.317,A
IND,IMF_CNT_COUNTRY_924,2017,501.836,A
IND,IMF_CNT_COUNTRY_924,2018,935.203,A
IND,IMF_CNT_COUNTRY_924,2019,1162.63,A
IND,IMF_CNT_COUNTRY_924,2020,1657.76,A
IND,IMF_CNT_COUNTRY_924,2021,1540.81,A
IND,IMF_CNT_COUNTRY_924,2022,1501.47,A
IND,IMF_CNT_COUNTRY_924,2023,1692.31,A
IRL,IMF_CNT_COUNTRY_924,2009,-157.025,A
IRL,IMF_CNT_COUNTRY_924,2010,-1167.84,A
IRL,IMF_CNT_COUNTRY_924,2011,-331.238,A
IRL,IMF_CNT_COUNTRY_924,2012,-327.211,A
IRL,IMF_CNT_COUNTRY_924,2013,-929.513,A
IRL,IMF_CNT_COUNTRY_924,2014,-261.032,A
IRL,IMF_CNT_COUNTRY_924,2018,7210.77,A
IRL,IMF_CNT_COUNTRY_924,2019,8855.87,A
IRL,IMF_CNT_COUNTRY_924,2020,10073.1,A
IRL,IMF_CNT_COUNTRY_924,2021,10061.1,A
IRL,IMF_CNT_COUNTRY_924,2022,9825.76,A
IRL,IMF_CNT_COUNTRY_924,2023,10256.1,A
ISL,IMF_CNT_COUNTRY_924,2013,6.24957,A
ISL,IMF_CNT_COUNTRY_924,2014,0.389411,A
ISL,IMF_CNT_COUNTRY_924,2015,5.58935,A
ISL,IMF_CNT_COUNTRY_924,2016,15.383,A
ISL,IMF_CNT_COUNTRY_924,2017,5.8985,A
ISL,IMF_CNT_COUNTRY_924,2018,4.54043,A
ISL,IMF_CNT_COUNTRY_924,2019,2.4178,A
ISL,IMF_CNT_COUNTRY_924,2020,1.50246,A
ISL,IMF_CNT_COUNTRY_924,2021,4.18254,A
ISL,IMF_CNT_COUNTRY_924,2022,1.30346,A
ISL,IMF_CNT_COUNTRY_924,2023,1.32375,A
ISR,IMF_CNT_COUNTRY_924,2010,0.0,A
ISR,IMF_CNT_COUNTRY_924,2011,0.0,A
ISR,IMF_CNT_COUNTRY_924,2012,0.0,A
ISR,IMF_CNT_COUNTRY_924,2015,77.0,A
ISR,IMF_CNT_COUNTRY_924,2016,232.0,A
ISR,IMF_CNT_COUNTRY_924,2017,3575.5,A
ISR,IMF_CNT_COUNTRY_924,2018,4260.41,A
ITA,IMF_CNT_COUNTRY_924,2009,461.804,A
ITA,IMF_CNT_COUNTRY_924,2010,426.523,A
ITA,IMF_CNT_COUNTRY_924,2011,598.324,A
ITA,IMF_CNT_COUNTRY_924,2012,795.001,A
ITA,IMF_CNT_COUNTRY_924,2013,-243.329,A
ITA,IMF_CNT_COUNTRY_924,2014,75.9439,A
ITA,IMF_CNT_COUNTRY_924,2015,107.378,A
ITA,IMF_CNT_COUNTRY_924,2016,32.2935,A
ITA,IMF_CNT_COUNTRY_924,2017,-372.741,A
ITA,IMF_CNT_COUNTRY_924,2018,959.545,A
ITA,IMF_CNT_COUNTRY_924,2019,1130.98,A
ITA,IMF_CNT_COUNTRY_924,2020,978.276,A
ITA,IMF_CNT_COUNTRY_924,2021,92.4825,A
ITA,IMF_CNT_COUNTRY_924,2022,348.228,A
ITA,IMF_CNT_COUNTRY_924,2023,477.773,A
JOR,IMF_CNT_COUNTRY_924,2009,1.4,A
JPN,IMF_CNT_COUNTRY_924,2009,196.611,A
JPN,IMF_CNT_COUNTRY_924,2010,399.214,A
JPN,IMF_CNT_COUNTRY_924,2011,559.187,A
JPN,IMF_CNT_COUNTRY_924,2012,550.26,A
JPN,IMF_CNT_COUNTRY_924,2013,576.106,A
JPN,IMF_CNT_COUNTRY_924,2014,637.881,A
JPN,IMF_CNT_COUNTRY_924,2015,655.943,A
JPN,IMF_CNT_COUNTRY_924,2016,828.579,A
JPN,IMF_CNT_COUNTRY_924,2017,1332.44,A
JPN,IMF_CNT_COUNTRY_924,2018,1681.72,A
JPN,IMF_CNT_COUNTRY_924,2019,2037.49,A
JPN,IMF_CNT_COUNTRY_924,2020,2516.27,A
JPN,IMF_CNT_COUNTRY_924,2021,2559.65,A
JPN,IMF_CNT_COUNTRY_924,2022,2521.39,A
JPN,IMF_CNT_COUNTRY_924,2023,2584.7,A
KAZ,IMF_CNT_COUNTRY_924,2009,2129.97,A
KAZ,IMF_CNT_COUNTRY_924,2010,2558.92,A
KAZ,IMF_CNT_COUNTRY_924,2011,4049.3,A
KAZ,IMF_CNT_COUNTRY_924,2012,5308.03,A
KAZ,IMF_CNT_COUNTRY_924,2013,5677.7,A
KAZ,IMF_CNT_COUNTRY_924,2014,4630.63,A
KAZ,IMF_CNT_COUNTRY_924,2015,10042.6,A
KAZ,IMF_CNT_COUNTRY_924,2016,9714.83,A
KAZ,IMF_CNT_COUNTRY_924,2017,9397.11,A
KAZ,IMF_CNT_COUNTRY_924,2018,8268.58,A
KAZ,IMF_CNT_COUNTRY_924,2019,7649.4,A
KAZ,IMF_CNT_COUNTRY_924,2020,5942.85,A
KAZ,IMF_CNT_COUNTRY_924,2021,5459.51,A
KAZ,IMF_CNT_COUNTRY_924,2022,5936.62,A
KAZ,IMF_CNT_COUNTRY_924,2023,6754.75,A
KGZ,IMF_CNT_COUNTRY_924,2009,92.1675,A
KGZ,IMF_CNT_COUNTRY_924,2010,135.354,A
KGZ,IMF_CNT_COUNTRY_924,2011,290.848,A
KGZ,IMF_CNT_COUNTRY_924,2012,334.486,A
KGZ,IMF_CNT_COUNTRY_924,2013,697.657,A
KGZ,IMF_CNT_COUNTRY_924,2014,747.126,A
KGZ,IMF_CNT_COUNTRY_924,2015,1118.28,A
KGZ,IMF_CNT_COUNTRY_924,2016,1299.5,A
KGZ,IMF_CNT_COUNTRY_924,2017,1393.68,A
KGZ,IMF_CNT_COUNTRY_924,2018,1345.08,A
KGZ,IMF_CNT_COUNTRY_924,2019,1520.69,A
KGZ,IMF_CNT_COUNTRY_924,2020,1037.18,A
KGZ,IMF_CNT_COUNTRY_924,2021,774.329,A
KGZ,IMF_CNT_COUNTRY_924,2022,798.139,A
KGZ,IMF_CNT_COUNTRY_924,2023,679.089,A
KHM,IMF_CNT_COUNTRY_924,2009,1113.39,A
KHM,IMF_CNT_COUNTRY_924,2010,1665.15,A
KHM,IMF_CNT_COUNTRY_924,2011,2245.44,A
KHM,IMF_CNT_COUNTRY_924,2012,2929.67,A
KHM,IMF_CNT_COUNTRY_924,2013,3597.38,A
KHM,IMF_CNT_COUNTRY_924,2014,4208.4,A
KHM,IMF_CNT_COUNTRY_924,2015,4823.84,A
KHM,IMF_CNT_COUNTRY_924,2016,5428.38,A
KHM,IMF_CNT_COUNTRY_924,2017,6062.61,A
KHM,IMF_CNT_COUNTRY_924,2018,6786.45,A
KHM,IMF_CNT_COUNTRY_924,2019,9731.37,A
KHM,IMF_CNT_COUNTRY_924,2020,10839.0,A
KHM,IMF_CNT_COUNTRY_924,2021,12068.5,A
KHM,IMF_CNT_COUNTRY_924,2022,13577.0,A
KHM,IMF_CNT_COUNTRY_924,2023,15568.2,A
KOR,IMF_CNT_COUNTRY_924,2009,978.437,A
KOR,IMF_CNT_COUNTRY_924,2010,1078.36,A
KOR,IMF_CNT_COUNTRY_924,2011,1473.57,A
KOR,IMF_CNT_COUNTRY_924,2012,1995.78,A
KOR,IMF_CNT_COUNTRY_924,2013,2432.42,A
KOR,IMF_CNT_COUNTRY_924,2014,2747.13,A
KOR,IMF_CNT_COUNTRY_924,2015,4668.72,A
KOR,IMF_CNT_COUNTRY_924,2016,5575.55,A
KOR,IMF_CNT_COUNTRY_924,2017,5661.07,A
KOR,IMF_CNT_COUNTRY_924,2018,8351.48,A
KOR,IMF_CNT_COUNTRY_924,2019,8684.31,A
KOR,IMF_CNT_COUNTRY_924,2020,8608.59,A
KOR,IMF_CNT_COUNTRY_924,2021,8530.17,A
KOR,IMF_CNT_COUNTRY_924,2022,8837.48,A
KOR,IMF_CNT_COUNTRY_924,2023,9100.07,A
KWT,IMF_CNT_COUNTRY_924,2015,55.9112,A
KWT,IMF_CNT_COUNTRY_924,2016,50.3577,A
KWT,IMF_CNT_COUNTRY_924,2017,51.9841,A
KWT,IMF_CNT_COUNTRY_924,2018,51.7015,A
KWT,IMF_CNT_COUNTRY_924,2019,54.5224,A
KWT,IMF_CNT_COUNTRY_924,2020,55.0362,A
KWT,IMF_CNT_COUNTRY_924,2021,57.4446,A
KWT,IMF_CNT_COUNTRY_924,2022,59.0753,A
KWT,IMF_CNT_COUNTRY_924,2023,59.9642,A
LBN,IMF_CNT_COUNTRY_924,2011,0.0,A
LBN,IMF_CNT_COUNTRY_924,2012,0.0,A
LBN,IMF_CNT_COUNTRY_924,2013,0.0,A
LBN,IMF_CNT_COUNTRY_924,2014,0.0,A
LBN,IMF_CNT_COUNTRY_924,2015,0.0,A
LBN,IMF_CNT_COUNTRY_924,2016,0.0,A
LBN,IMF_CNT_COUNTRY_924,2017,0.0,A
LBN,IMF_CNT_COUNTRY_924,2018,0.0,A
LBN,IMF_CNT_COUNTRY_924,2019,0.0,A
LBN,IMF_CNT_COUNTRY_924,2020,0.0,A
LBN,IMF_CNT_COUNTRY_924,2021,0.0,A
LBN,IMF_CNT_COUNTRY_924,2022,0.0,A
LKA,IMF_CNT_COUNTRY_924,2013,482.702,A
LKA,IMF_CNT_COUNTRY_924,2014,628.019,A
LKA,IMF_CNT_COUNTRY_924,2015,788.951,A
LKA,IMF_CNT_COUNTRY_924,2016,756.829,A
LKA,IMF_CNT_COUNTRY_924,2017,1156.72,A
LKA,IMF_CNT_COUNTRY_924,2018,2127.97,A
LKA,IMF_CNT_COUNTRY_924,2019,2185.67,A
LKA,IMF_CNT_COUNTRY_924,2020,2188.11,A
LKA,IMF_CNT_COUNTRY_924,2021,2250.36,A
LKA,IMF_CNT_COUNTRY_924,2022,2214.29,A
LKA,IMF_CNT_COUNTRY_924,2023,2229.73,A
LTU,IMF_CNT_COUNTRY_924,2009,0.910527,A
LTU,IMF_CNT_COUNTRY_924,2010,0.988544,A
LTU,IMF_CNT_COUNTRY_924,2011,0.805424,A
LTU,IMF_CNT_COUNTRY_924,2012,0.901765,A
LTU,IMF_CNT_COUNTRY_924,2013,0.888517,A
LTU,IMF_CNT_COUNTRY_924,2014,0.528411,A
LTU,IMF_CNT_COUNTRY_924,2015,2.15563,A
LTU,IMF_CNT_COUNTRY_924,2016,4.59588,A
LTU,IMF_CNT_COUNTRY_924,2017,9.13867,A
LTU,IMF_CNT_COUNTRY_924,2018,6.5265,A
LTU,IMF_CNT_COUNTRY_924,2019,9.43656,A
LTU,IMF_CNT_COUNTRY_924,2020,7.43623,A
LTU,IMF_CNT_COUNTRY_924,2021,29.878,A
LTU,IMF_CNT_COUNTRY_924,2022,27.241,A
LTU,IMF_CNT_COUNTRY_924,2023,43.6917,A
LUX,IMF_CNT_COUNTRY_924,2009,3155.63,A
LUX,IMF_CNT_COUNTRY_924,2010,3192.58,A
LUX,IMF_CNT_COUNTRY_924,2011,14507.5,A
LUX,IMF_CNT_COUNTRY_924,2012,2116.5,A
LUX,IMF_CNT_COUNTRY_924,2013,2541.25,A
LUX,IMF_CNT_COUNTRY_924,2014,2862.78,A
LUX,IMF_CNT_COUNTRY_924,2015,5796.31,A
LUX,IMF_CNT_COUNTRY_924,2016,8264.98,A
LUX,IMF_CNT_COUNTRY_924,2017,5762.89,A
LUX,IMF_CNT_COUNTRY_924,2018,10463.9,A
LUX,IMF_CNT_COUNTRY_924,2019,11636.6,A
LUX,IMF_CNT_COUNTRY_924,2020,13289.0,A
LUX,IMF_CNT_COUNTRY_924,2021,11248.0,A
LUX,IMF_CNT_COUNTRY_924,2022,4583.33,A
LUX,IMF_CNT_COUNTRY_924,2023,5593.24,A
LVA,IMF_CNT_COUNTRY_924,2009,0.0,A
LVA,IMF_CNT_COUNTRY_924,2010,1.3362,A
LVA,IMF_CNT_COUNTRY_924,2011,0.0,A
LVA,IMF_CNT_COUNTRY_924,2012,0.0,A
LVA,IMF_CNT_COUNTRY_924,2013,4.1373,A
LVA,IMF_CNT_COUNTRY_924,2014,72.846,A
LVA,IMF_CNT_COUNTRY_924,2015,69.6768,A
LVA,IMF_CNT_COUNTRY_924,2016,69.5706,A
LVA,IMF_CNT_COUNTRY_924,2017,74.3566,A
LVA,IMF_CNT_COUNTRY_924,2018,43.51,A
LVA,IMF_CNT_COUNTRY_924,2019,30.3318,A
LVA,IMF_CNT_COUNTRY_924,2020,26.9962,A
LVA,IMF_CNT_COUNTRY_924,2021,117.79,A
LVA,IMF_CNT_COUNTRY_924,2022,82.1282,A
LVA,IMF_CNT_COUNTRY_924,2023,90.61,A
MAC,IMF_CNT_COUNTRY_924,2009,1281.02,A
MAC,IMF_CNT_COUNTRY_924,2010,1702.88,A
MAC,IMF_CNT_COUNTRY_924,2011,2024.53,A
MAC,IMF_CNT_COUNTRY_924,2012,2312.79,A
MAC,IMF_CNT_COUNTRY_924,2013,2665.35,A
MAC,IMF_CNT_COUNTRY_924,2014,3293.52,A
MAC,IMF_CNT_COUNTRY_924,2015,4326.79,A
MAC,IMF_CNT_COUNTRY_924,2016,4891.35,A
MAC,IMF_CNT_COUNTRY_924,2017,5827.03,A
MAC,IMF_CNT_COUNTRY_924,2018,6342.74,A
MAC,IMF_CNT_COUNTRY_924,2019,7379.94,A
MAC,IMF_CNT_COUNTRY_924,2020,7367.26,A
MAC,IMF_CNT_COUNTRY_924,2021,8408.31,A
MAC,IMF_CNT_COUNTRY_924,2022,10524.7,A
MAC,IMF_CNT_COUNTRY_924,2023,9730.59,A
MAR,IMF_CNT_COUNTRY_924,2009,0.458009,A
MAR,IMF_CNT_COUNTRY_924,2010,0.011966200000000001,A
MAR,IMF_CNT_COUNTRY_924,2011,0.128247,A
MAR,IMF_CNT_COUNTRY_924,2012,0.557301,A
MAR,IMF_CNT_COUNTRY_924,2013,1.48455,A
MAR,IMF_CNT_COUNTRY_924,2014,2.47719,A
MAR,IMF_CNT_COUNTRY_924,2015,0.908568,A
MAR,IMF_CNT_COUNTRY_924,2016,0.445721,A
MAR,IMF_CNT_COUNTRY_924,2022,130.59,A
MAR,IMF_CNT_COUNTRY_924,2023,169.142,A
MDA,IMF_CNT_COUNTRY_924,2009,-1.5315,A
MDA,IMF_CNT_COUNTRY_924,2010,-1.42428,A
MDA,IMF_CNT_COUNTRY_924,2011,1.73127,A
MDA,IMF_CNT_COUNTRY_924,2012,1.90869,A
MDA,IMF_CNT_COUNTRY_924,2013,1.82043,A
MDA,IMF_CNT_COUNTRY_924,2014,1.36966,A
MDA,IMF_CNT_COUNTRY_924,2015,1.20564,A
MDA,IMF_CNT_COUNTRY_924,2016,1.17572,A
MDA,IMF_CNT_COUNTRY_924,2017,1.49388,A
MDA,IMF_CNT_COUNTRY_924,2018,1.37993,A
MDA,IMF_CNT_COUNTRY_924,2019,2.83889,A
MDA,IMF_CNT_COUNTRY_924,2020,2.39202,A
MDA,IMF_CNT_COUNTRY_924,2021,2.10003,A
MDA,IMF_CNT_COUNTRY_924,2022,1.57242,A
MDA,IMF_CNT_COUNTRY_924,2023,1.28797,A
MDG,IMF_CNT_COUNTRY_924,2014,6.43794,A
MDG,IMF_CNT_COUNTRY_924,2015,9.19063,A
MDG,IMF_CNT_COUNTRY_924,2016,55.1165,A
MDG,IMF_CNT_COUNTRY_924,2017,66.6769,A
MDG,IMF_CNT_COUNTRY_924,2018,66.9129,A
MEX,IMF_CNT_COUNTRY_924,2010,223.262,A
MEX,IMF_CNT_COUNTRY_924,2011,349.053,A
MEX,IMF_CNT_COUNTRY_924,2012,457.634,A
MEX,IMF_CNT_COUNTRY_924,2013,423.821,A
MEX,IMF_CNT_COUNTRY_924,2014,539.765,A
MEX,IMF_CNT_COUNTRY_924,2015,511.721,A
MEX,IMF_CNT_COUNTRY_924,2016,621.065,A
MEX,IMF_CNT_COUNTRY_924,2017,699.204,A
MEX,IMF_CNT_COUNTRY_924,2018,849.416,A
MEX,IMF_CNT_COUNTRY_924,2019,1009.03,A
MEX,IMF_CNT_COUNTRY_924,2020,897.868,A
MEX,IMF_CNT_COUNTRY_924,2021,1084.9,A
MEX,IMF_CNT_COUNTRY_924,2022,1242.91,A
MEX,IMF_CNT_COUNTRY_924,2023,1559.7,A
MKD,IMF_CNT_COUNTRY_924,2009,1.36605,A
MKD,IMF_CNT_COUNTRY_924,2010,1.34348,A
MKD,IMF_CNT_COUNTRY_924,2011,1.69578,A
MKD,IMF_CNT_COUNTRY_924,2012,1.77877,A
MKD,IMF_CNT_COUNTRY_924,2013,1.42358,A
MKD,IMF_CNT_COUNTRY_924,2014,-3.8164,A
MKD,IMF_CNT_COUNTRY_924,2015,11.1658,A
MKD,IMF_CNT_COUNTRY_924,2016,38.7349,A
MKD,IMF_CNT_COUNTRY_924,2017,132.019,A
MKD,IMF_CNT_COUNTRY_924,2018,151.881,A
MKD,IMF_CNT_COUNTRY_924,2019,177.041,A
MKD,IMF_CNT_COUNTRY_924,2020,160.099,A
MKD,IMF_CNT_COUNTRY_924,2021,141.928,A
MKD,IMF_CNT_COUNTRY_924,2022,146.067,A
MKD,IMF_CNT_COUNTRY_924,2023,106.966,A
MLI,IMF_CNT_COUNTRY_924,2011,10.6509,A
MLI,IMF_CNT_COUNTRY_924,2012,23.3239,A
MLI,IMF_CNT_COUNTRY_924,2013,24.3339,A
MLI,IMF_CNT_COUNTRY_924,2014,8.31306,A
MLI,IMF_CNT_COUNTRY_924,2015,7.84845,A
MLI,IMF_CNT_COUNTRY_924,2016,7.59902,A
MLI,IMF_CNT_COUNTRY_924,2017,0.0,A
MLI,IMF_CNT_COUNTRY_924,2018,0.0,A
MLI,IMF_CNT_COUNTRY_924,2019,0.0,A
MLT,IMF_CNT_COUNTRY_924,2009,3.6015,A
MLT,IMF_CNT_COUNTRY_924,2010,6.59816,A
MLT,IMF_CNT_COUNTRY_924,2011,11.8115,A
MLT,IMF_CNT_COUNTRY_924,2012,14.5722,A
MMR,IMF_CNT_COUNTRY_924,2015,7982.19,A
MMR,IMF_CNT_COUNTRY_924,2016,3781.59,A
MMR,IMF_CNT_COUNTRY_924,2017,4335.96,A
MMR,IMF_CNT_COUNTRY_924,2018,6928.76,A
MMR,IMF_CNT_COUNTRY_924,2019,7118.59,A
MNE,IMF_CNT_COUNTRY_924,2010,2.46898,A
MNE,IMF_CNT_COUNTRY_924,2011,5.34005,A
MNE,IMF_CNT_COUNTRY_924,2012,2.57779,A
MNE,IMF_CNT_COUNTRY_924,2013,1.97841,A
MNE,IMF_CNT_COUNTRY_924,2014,2.2541,A
MNE,IMF_CNT_COUNTRY_924,2015,4.72177,A
MNE,IMF_CNT_COUNTRY_924,2017,53.5796,A
MNE,IMF_CNT_COUNTRY_924,2018,57.7483,A
MNE,IMF_CNT_COUNTRY_924,2019,58.3848,A
MNE,IMF_CNT_COUNTRY_924,2020,66.2349,A
MNE,IMF_CNT_COUNTRY_924,2021,62.8943,A
MNE,IMF_CNT_COUNTRY_924,2022,46.2628,A
MNE,IMF_CNT_COUNTRY_924,2023,58.1084,A
MNG,IMF_CNT_COUNTRY_924,2009,26.2092,A
MNG,IMF_CNT_COUNTRY_924,2010,2446.6,A
MNG,IMF_CNT_COUNTRY_924,2011,2898.07,A
MNG,IMF_CNT_COUNTRY_924,2012,3239.22,A
MNG,IMF_CNT_COUNTRY_924,2013,3587.86,A
MNG,IMF_CNT_COUNTRY_924,2014,4001.02,A
MNG,IMF_CNT_COUNTRY_924,2015,4393.83,A
MNG,IMF_CNT_COUNTRY_924,2016,4377.66,A
MNG,IMF_CNT_COUNTRY_924,2017,4606.96,A
MNG,IMF_CNT_COUNTRY_924,2018,4916.62,A
MNG,IMF_CNT_COUNTRY_924,2019,5069.03,A
MNG,IMF_CNT_COUNTRY_924,2020,5237.72,A
MNG,IMF_CNT_COUNTRY_924,2021,5185.21,A
MNG,IMF_CNT_COUNTRY_924,2022,5326.53,A
MNG,IMF_CNT_COUNTRY_924,2023,5338.8,A
MOZ,IMF_CNT_COUNTRY_924,2010,1.53863,A
MOZ,IMF_CNT_COUNTRY_924,2011,7.73099,A
MOZ,IMF_CNT_COUNTRY_924,2012,0.0,A
MOZ,IMF_CNT_COUNTRY_924,2013,0.0,A
MOZ,IMF_CNT_COUNTRY_924,2014,43.7407,A
MOZ,IMF_CNT_COUNTRY_924,2015,70.3327,A
MOZ,IMF_CNT_COUNTRY_924,2016,122.768,A
MOZ,IMF_CNT_COUNTRY_924,2017,197.827,A
MOZ,IMF_CNT_COUNTRY_924,2018,204.022,A
MOZ,IMF_CNT_COUNTRY_924,2019,685.892,A
MOZ,IMF_CNT_COUNTRY_924,2020,922.084,A
MOZ,IMF_CNT_COUNTRY_924,2021,1052.9,A
MOZ,IMF_CNT_COUNTRY_924,2022,143.932,A
MOZ,IMF_CNT_COUNTRY_924,2023,151.916,A
MUS,IMF_CNT_COUNTRY_924,2009,48.7,A
MUS,IMF_CNT_COUNTRY_924,2010,52.3,A
MUS,IMF_CNT_COUNTRY_924,2011,16238.0,A
MUS,IMF_CNT_COUNTRY_924,2012,7913.48,A
MUS,IMF_CNT_COUNTRY_924,2013,6752.86,A
